NOTE: While the addresses returned from swapping are correct, there is an issue with memory from another variable overlapping the external disk array.
So junk data will appear in areas, but the 2 pages swapped out at the beginning are correct. Did not have time to fix the issue.

  Ext. Disk Addr.  | Content  |
       0x633F      | null (0) |
       0x6340      | null (0) |
       0x6341      | null (0) |
       0x6342      | null (0) |
       0x6343      | null (0) |
       0x6344      | null (0) |
       0x6345      | null (0) |
       0x6346      | null (0) |
       0x6347      | null (0) |
       0x6348      |   G (71) |
       0x6349      | null (0) |
       0x634A      |   ; (59) |
       0x634B      | null (0) |
       0x634C      |   S (83) |
       0x634D      | null (0) |
       0x634E      |   5 (53) |
       0x634F      | null (0) |
       0x6350      | null (0) |
       0x6351      | null (0) |
       0x6352      | null (0) |
       0x6353      | null (0) |
       0x6354      | null (0) |
       0x6355      | null (0) |
       0x6356      | null (0) |
       0x6357      | null (0) |
       0x6358      | null (0) |
       0x6359      | null (0) |
       0x635A      |   C (67) |
       0x635B      | null (0) |
       0x635C      |   7 (55) |
       0x635D      | null (0) |
       0x635E      | null (0) |
       0x635F      | null (0) |
       0x6360      |   9 (57) |
       0x6361      | null (0) |
       0x6362      |   Q (81) |
       0x6363      | null (0) |
       0x6364      | null (0) |
       0x6365      | null (0) |
       0x6366      | null (0) |
       0x6367      | null (0) |
       0x6368      | null (0) |
       0x6369      | null (0) |
       0x636A      |   S (83) |
       0x636B      | null (0) |
       0x636C      |   Y (89) |
       0x636D      | null (0) |
       0x636E      | null (0) |
       0x636F      | null (0) |
       0x6370      | null (0) |
       0x6371      | null (0) |
       0x6372      | null (0) |
       0x6373      | null (0) |
       0x6374      | null (0) |
       0x6375      | null (0) |
       0x6376      | null (0) |
       0x6377      | null (0) |
       0x6378      |   6 (54) |
       0x6379      | null (0) |
       0x637A      |   F (70) |
       0x637B      | null (0) |
       0x637C      | null (0) |
       0x637D      | null (0) |
       0x637E      | null (0) |
       0x637F      | null (0) |
       0x6380      |   H (72) |
       0x6381      | null (0) |
       0x6382      |   W (87) |
       0x6383      | null (0) |
       0x6384      |   S (83) |
       0x6385      | null (0) |
       0x6386      | null (0) |
       0x6387      | null (0) |
       0x6388      | null (0) |
       0x6389      | null (0) |
       0x638A      | null (0) |
       0x638B      | null (0) |
       0x638C      | null (0) |
       0x638D      | null (0) |
       0x638E      | null (0) |
       0x638F      | null (0) |
       0x6390      | null (0) |
       0x6391      | null (0) |
       0x6392      |   G (71) |
       0x6393      | null (0) |
       0x6394      | null (0) |
       0x6395      | null (0) |
       0x6396      | null (0) |
       0x6397      | null (0) |
       0x6398      | null (0) |
       0x6399      | null (0) |
       0x639A      |   9 (57) |
       0x639B      | null (0) |
       0x639C      |   S (83) |
       0x639D      | null (0) |
       0x639E      | null (0) |
       0x639F      | null (0) |
       0x63A0      |   3 (51) |
       0x63A1      | null (0) |
       0x63A2      | null (0) |
       0x63A3      | null (0) |
       0x63A4      | null (0) |
       0x63A5      | null (0) |
       0x63A6      |   : (58) |
       0x63A7      | null (0) |
       0x63A8      |   L (76) |
       0x63A9      | null (0) |
       0x63AA      |   7 (55) |
       0x63AB      | null (0) |
       0x63AC      |   ? (63) |
       0x63AD      | null (0) |
       0x63AE      |   W (87) |
       0x63AF      | null (0) |
       0x63B0      | null (0) |
       0x63B1      | null (0) |
       0x63B2      | null (0) |
       0x63B3      | null (0) |
       0x63B4      | null (0) |
       0x63B5      | null (0) |
       0x63B6      |   0 (48) |
       0x63B7      | null (0) |
       0x63B8      |   D (68) |
       0x63B9      | null (0) |
       0x63BA      |   J (74) |
       0x63BB      | null (0) |
       0x63BC      |   M (77) |
       0x63BD      | null (0) |
       0x63BE      |   > (62) |
       0x63BF      | null (0) |
       0x63C0      | null (0) |
       0x63C1      | null (0) |
       0x63C2      | null (0) |
       0x63C3      | null (0) |
       0x63C4      |   S (83) |
       0x63C5      | null (0) |
       0x63C6      | null (0) |
       0x63C7      | null (0) |
       0x63C8      |   1 (49) |
       0x63C9      | null (0) |
       0x63CA      | null (0) |
       0x63CB      | null (0) |
       0x63CC      |   T (84) |
       0x63CD      | null (0) |
       0x63CE      | null (0) |
       0x63CF      | null (0) |
       0x63D0      | null (0) |
       0x63D1      | null (0) |
       0x63D2      | null (0) |
       0x63D3      | null (0) |
       0x63D4      | null (0) |
       0x63D5      | null (0) |
       0x63D6      | null (0) |
       0x63D7      | null (0) |
       0x63D8      | null (0) |
       0x63D9      | null (0) |
       0x63DA      | null (0) |
       0x63DB      | null (0) |
       0x63DC      |   ? (63) |
       0x63DD      | null (0) |
       0x63DE      |   D (68) |
       0x63DF      | null (0) |
       0x63E0      | null (0) |
       0x63E1      | null (0) |
       0x63E2      | null (0) |
       0x63E3      | null (0) |
       0x63E4      | null (0) |
       0x63E5      | null (0) |
       0x63E6      | null (0) |
       0x63E7      | null (0) |
       0x63E8      | null (0) |
       0x63E9      | null (0) |
       0x63EA      | null (0) |
       0x63EB      | null (0) |
       0x63EC      |   O (79) |
       0x63ED      | null (0) |
       0x63EE      | null (0) |
       0x63EF      | null (0) |
       0x63F0      | null (0) |
       0x63F1      | null (0) |
       0x63F2      |   ; (59) |
       0x63F3      | null (0) |
       0x63F4      | null (0) |
       0x63F5      | null (0) |
       0x63F6      |   Y (89) |
       0x63F7      | null (0) |
       0x63F8      | null (0) |
       0x63F9      | null (0) |
       0x63FA      | null (0) |
       0x63FB      | null (0) |
       0x63FC      | null (0) |
       0x63FD      | null (0) |
       0x63FE      | null (0) |
       0x63FF      | null (0) |
       0x6400      | null (0) |
       0x6401      | null (0) |
       0x6402      |   4 (52) |
       0x6403      | null (0) |
       0x6404      |   0 (48) |
       0x6405      | null (0) |
       0x6406      |   < (60) |
       0x6407      | null (0) |
       0x6408      | null (0) |
       0x6409      | null (0) |
       0x640A      |   E (69) |
       0x640B      | null (0) |
       0x640C      |   > (62) |
       0x640D      | null (0) |
       0x640E      | null (0) |
       0x640F      | null (0) |
       0x6410      | null (0) |
       0x6411      | null (0) |
       0x6412      |   C (67) |
       0x6413      | null (0) |
       0x6414      | null (0) |
       0x6415      | null (0) |
       0x6416      |   V (86) |
       0x6417      | null (0) |
       0x6418      |   F (70) |
       0x6419      | null (0) |
       0x641A      |   K (75) |
       0x641B      | null (0) |
       0x641C      | null (0) |
       0x641D      | null (0) |
       0x641E      | null (0) |
       0x641F      | null (0) |
       0x6420      |   Y (89) |
       0x6421      | null (0) |
       0x6422      | null (0) |
       0x6423      | null (0) |
       0x6424      |   6 (54) |
       0x6425      | null (0) |
       0x6426      |   ? (63) |
       0x6427      | null (0) |
       0x6428      |   1 (49) |
       0x6429      | null (0) |
       0x642A      |   5 (53) |
       0x642B      | null (0) |
       0x642C      | null (0) |
       0x642D      | null (0) |
       0x642E      |   N (78) |
       0x642F      | null (0) |
       0x6430      | null (0) |
       0x6431      | null (0) |
       0x6432      | null (0) |
       0x6433      | null (0) |
       0x6434      | null (0) |
       0x6435      | null (0) |
       0x6436      |   W (87) |
       0x6437      | null (0) |
       0x6438      |   ? (63) |
       0x6439      | null (0) |
       0x643A      | null (0) |
       0x643B      | null (0) |
       0x643C      |   2 (50) |
       0x643D      | null (0) |
       0x643E      | null (0) |
       0x643F      | null (0) |
       0x6440      | null (0) |
       0x6441      | null (0) |
       0x6442      | null (0) |
       0x6443      | null (0) |
       0x6444      |   L (76) |
       0x6445      | null (0) |
       0x6446      | null (0) |
       0x6447      | null (0) |
       0x6448      |   = (61) |
       0x6449      | null (0) |
       0x644A      |   8 (56) |
       0x644B      | null (0) |
       0x644C      | null (0) |
       0x644D      | null (0) |
       0x644E      |   P (80) |
       0x644F      | null (0) |
       0x6450      |   I (73) |
       0x6451      | null (0) |
       0x6452      | null (0) |
       0x6453      | null (0) |
       0x6454      |   @ (64) |
       0x6455      | null (0) |
       0x6456      |   R (82) |
       0x6457      | null (0) |
       0x6458      | null (0) |
       0x6459      | null (0) |
       0x645A      | null (0) |
       0x645B      | null (0) |
       0x645C      | null (0) |
       0x645D      | null (0) |
       0x645E      |   9 (57) |
       0x645F      | null (0) |
       0x6460      |   U (85) |
       0x6461      | null (0) |
       0x6462      | null (0) |
       0x6463      | null (0) |
       0x6464      |   7 (55) |
       0x6465      | null (0) |
       0x6466      |   8 (56) |
       0x6467      | null (0) |
       0x6468      |   C (67) |
       0x6469      | null (0) |
       0x646A      | null (0) |
       0x646B      | null (0) |
       0x646C      | null (0) |
       0x646D      | null (0) |
       0x646E      | null (0) |
       0x646F      | null (0) |
       0x6470      | null (0) |
       0x6471      | null (0) |
       0x6472      |   5 (53) |
       0x6473      | null (0) |
       0x6474      | null (0) |
       0x6475      | null (0) |
       0x6476      |   3 (51) |
       0x6477      | null (0) |
       0x6478      |   F (70) |
       0x6479      | null (0) |
       0x647A      |   N (78) |
       0x647B      | null (0) |
       0x647C      |   4 (52) |
       0x647D      | null (0) |
       0x647E      | null (0) |
       0x647F      | null (0) |
       0x6480      |   9 (57) |
       0x6481      | null (0) |
       0x6482      |   J (74) |
       0x6483      | null (0) |
       0x6484      |   8 (56) |
       0x6485      | null (0) |
       0x6486      | null (0) |
       0x6487      | null (0) |
       0x6488      |   M (77) |
       0x6489      | null (0) |
       0x648A      |   E (69) |
       0x648B      | null (0) |
       0x648C      |   K (75) |
       0x648D      | null (0) |
       0x648E      | null (0) |
       0x648F      | null (0) |
       0x6490      | null (0) |
       0x6491      | null (0) |
       0x6492      |   D (68) |
       0x6493      | null (0) |
       0x6494      | null (0) |
       0x6495      | null (0) |
       0x6496      | null (0) |
       0x6497      | null (0) |
       0x6498      | null (0) |
       0x6499      | null (0) |
       0x649A      | null (0) |
       0x649B      | null (0) |
       0x649C      | null (0) |
       0x649D      | null (0) |
       0x649E      |   U (85) |
       0x649F      | null (0) |
       0x64A0      | null (0) |
       0x64A1      | null (0) |
       0x64A2      | null (0) |
       0x64A3      | null (0) |
       0x64A4      |   J (74) |
       0x64A5      | null (0) |
       0x64A6      |   Y (89) |
       0x64A7      | null (0) |
       0x64A8      | null (0) |
       0x64A9      | null (0) |
       0x64AA      |   E (69) |
       0x64AB      | null (0) |
       0x64AC      |   E (69) |
       0x64AD      | null (0) |
       0x64AE      |   1 (49) |
       0x64AF      | null (0) |
       0x64B0      | null (0) |
       0x64B1      | null (0) |
       0x64B2      | null (0) |
       0x64B3      | null (0) |
       0x64B4      | null (0) |
       0x64B5      | null (0) |
       0x64B6      | null (0) |
       0x64B7      | null (0) |
       0x64B8      |   : (58) |
       0x64B9      | null (0) |
       0x64BA      | null (0) |
       0x64BB      | null (0) |
       0x64BC      | null (0) |
       0x64BD      | null (0) |
       0x64BE      |   9 (57) |
       0x64BF      | null (0) |
       0x64C0      | null (0) |
       0x64C1      | null (0) |
       0x64C2      | null (0) |
       0x64C3      | null (0) |
       0x64C4      | null (0) |
       0x64C5      | null (0) |
       0x64C6      | null (0) |
       0x64C7      | null (0) |
       0x64C8      | null (0) |
       0x64C9      | null (0) |
       0x64CA      |   B (66) |
       0x64CB      | null (0) |
       0x64CC      |   8 (56) |
       0x64CD      | null (0) |
       0x64CE      | null (0) |
       0x64CF      | null (0) |
       0x64D0      | null (0) |
       0x64D1      | null (0) |
       0x64D2      |   = (61) |
       0x64D3      | null (0) |
       0x64D4      | null (0) |
       0x64D5      | null (0) |
       0x64D6      |   5 (53) |
